date,n_open,n_new,n_closed
2017-04-06,1189,40,114
2017-04-07,1115,38,43
2017-04-08,1110,35,15
2017-04-09,1130,20,44
2017-04-10,1106,24,2
2017-04-11,1128,25,17
2017-04-12,1136,28,28
2017-04-13,1136,25,17
2017-04-14,1144,25,72
2017-04-15,1097,32,17
2017-04-16,1112,16,24
2017-04-17,1104,39,10
2017-04-18,1133,41,19
2017-04-19,1155,28,31
2017-04-20,1152,43,7
2017-04-21,1188,27,11
2017-04-22,1204,49,112
2017-04-23,1141,22,17
2017-04-24,1146,37,2
2017-04-25,1181,38,45
2017-04-26,1174,32,40
2017-04-27,1166,38,56
2017-04-28,1148,55,78
2017-04-29,1125,27,24
2017-04-30,1128,13,8
2017-05-01,1133,47,51
2017-05-02,1129,33,10
2017-05-03,1152,36,30
2017-05-04,1158,32,73
2017-05-05,1117,39,18
2017-05-06,1138,27,43
2017-05-07,1122,26,6
2017-05-08,1142,36,41
2017-05-09,1137,26,3
2017-05-10,1160,35,39
2017-05-11,1156,30,91
2017-05-12,1095,44,5
2017-05-13,1134,36,10
2017-05-14,1160,25,0
2017-05-15,1185,32,58
2017-05-16,1159,30,19
2017-05-17,1170,20,41
2017-05-18,1149,42,51
2017-05-19,1140,35,34
2017-05-20,1141,30,9
2017-05-21,1162,19,3
2017-05-22,1178,38,13
2017-05-23,1203,28,19
2017-05-24,1212,40,47
2017-05-25,1205,36,9
2017-05-26,1232,45,52
2017-05-27,1225,32,38
2017-05-28,1219,39,32
2017-05-29,1226,25,22
2017-05-30,1229,41,26
2017-05-31,1244,37,8
2017-06-01,1273,22,10
2017-06-02,1285,40,5
2017-06-03,1320,45,36
2017-06-04,1329,27,86
2017-06-05,1270,39,6
2017-06-06,1303,31,11
2017-06-07,1323,38,106
2017-06-08,1255,35,34
2017-06-09,1256,34,46
2017-06-10,1244,27,24
2017-06-11,1247,11,19
2017-06-12,1239,37,30
2017-06-13,1246,40,2
2017-06-14,1284,29,36
2017-06-15,1277,47,14
2017-06-16,1310,37,81
2017-06-17,1266,27,13
2017-06-18,1280,39,42
2017-06-19,1277,34,49
2017-06-20,1262,49,24
2017-06-21,1287,30,37
2017-06-22,1280,33,7
2017-06-23,1306,36,98
2017-06-24,1244,26,2
2017-06-25,1268,40,46
2017-06-26,1262,42,10
2017-06-27,1294,32,26
2017-06-28,1300,29,25
2017-06-29,1304,27,119
2017-06-30,1212,42,25
2017-07-01,1229,30,3
2017-07-02,1256,26,56
2017-07-03,1226,30,28
2017-07-04,1228,28,15
2017-07-05,1241,31,47
2017-07-06,1225,33,38
2017-07-07,1220,42,1
2017-07-08,1261,32,68
2017-07-09,1225,30,17
2017-07-10,1238,40,65
2017-07-11,1213,22,61
2017-07-12,1174,26,21
2017-07-13,1179,28,22
2017-07-14,1185,38,21
2017-07-15,1202,21,36
2017-07-16,1187,25,61
2017-07-17,1151,26,49
2017-07-18,1128,33,17
2017-07-19,1144,31,53
2017-07-20,1122,31,3
2017-07-21,1150,40,27
2017-07-22,1163,28,91
2017-07-23,1100,24,26
2017-07-24,1098,22,7
2017-07-25,1113,31,29
2017-07-26,1115,34,18
2017-07-27,1131,21,100
2017-07-28,1052,43,9
2017-07-29,1086,37,23
2017-07-30,1100,26,9
2017-07-31,1117,25,40
2017-08-01,1102,30,7
2017-08-02,1125,33,28
2017-08-03,1130,30,24
2017-08-04,1136,28,5
2017-08-05,1159,23,5
2017-08-06,1177,39,12
2017-08-07,1204,16,20
2017-08-08,1200,31,10
2017-08-09,1221,21,65
2017-08-10,1177,30,11
2017-08-11,1196,35,29
2017-08-12,1202,23,1
2017-08-13,1224,29,78
2017-08-14,1175,29,12
2017-08-15,1192,27,77
2017-08-16,1142,31,11
2017-08-17,1162,28,42
2017-08-18,1148,36,42
2017-08-19,1142,32,5
2017-08-20,1169,27,7
2017-08-21,1189,26,27
2017-08-22,1188,17,24
2017-08-23,1181,26,21
2017-08-24,1186,22,32
2017-08-25,1176,20,29
2017-08-26,1167,27,2
2017-08-27,1192,28,12
2017-08-28,1208,24,45
2017-08-29,1187,21,13
2017-08-30,1195,31,48
2017-08-31,1178,32,53
2017-09-01,1157,31,23
2017-09-02,1165,23,38
2017-09-03,1150,37,20
2017-09-04,1167,16,38
2017-09-05,1145,26,19
2017-09-06,1152,24,12
2017-09-07,1164,29,3
2017-09-08,1190,40,32
2017-09-09,1198,29,27
2017-09-10,1200,21,12
2017-09-11,1209,30,25
2017-09-12,1214,35,12
2017-09-13,1237,25,20
2017-09-14,1242,34,81
2017-09-15,1195,49,33
2017-09-16,1211,24,10
2017-09-17,1225,26,0
2017-09-18,1251,34,18
2017-09-19,1267,32,72
2017-09-20,1227,23,54
2017-09-21,1196,38,81
2017-09-22,1153,40,52
2017-09-23,1141,25,7
2017-09-24,1159,30,13
2017-09-25,1176,33,59
2017-09-26,1150,27,48
2017-09-27,1129,30,36
2017-09-28,1123,33,19
2017-09-29,1137,40,12
2017-09-30,1165,30,10
2017-10-01,1185,22,81
2017-10-02,1126,30,43
2017-10-03,1113,29,21
2017-10-04,1121,27,15
2017-10-05,1133,46,36
2017-10-06,1143,45,3
2017-10-07,1185,30,0
2017-10-08,1215,30,88
2017-10-09,1157,25,12
2017-10-10,1170,24,15
2017-10-11,1179,29,10
2017-10-12,1198,23,27
2017-10-13,1194,60,73
2017-10-14,1181,25,40
2017-10-15,1166,28,59
2017-10-16,1135,31,4
2017-10-17,1162,33,15
2017-10-18,1180,30,19
2017-10-19,1191,34,57
2017-10-20,1168,50,47
2017-10-21,1171,33,39
2017-10-22,1165,27,39
2017-10-23,1153,34,14
2017-10-24,1173,19,8
2017-10-25,1184,31,80
2017-10-26,1135,18,0
2017-10-27,1153,25,34
2017-10-28,1144,28,63
2017-10-29,1109,22,11
2017-10-30,1120,29,32
2017-10-31,1117,33,117
2017-11-01,1033,31,2
2017-11-02,1062,43,37
2017-11-03,1068,28,0
2017-11-04,1096,36,38
2017-11-05,1094,25,9
2017-11-06,1110,27,41
2017-11-07,1096,22,81
2017-11-08,1037,30,26
2017-11-09,1041,28,8
2017-11-10,1061,33,23
2017-11-11,1071,18,16
2017-11-12,1073,27,26
2017-11-13,1074,16,26
2017-11-14,1064,34,2
2017-11-15,1096,33,4
2017-11-16,1125,17,22
2017-11-17,1120,35,25
2017-11-18,1130,22,45
2017-11-19,1107,22,19
2017-11-20,1110,28,45
2017-11-21,1093,24,10
2017-11-22,1107,28,4
2017-11-23,1131,24,8
2017-11-24,1147,30,21
2017-11-25,1156,25,57
2017-11-26,1124,15,30
2017-11-27,1109,38,20
2017-11-28,1127,45,6
2017-11-29,1166,25,1
2017-11-30,1190,30,19
2017-12-01,1201,52,139
2017-12-02,1114,27,14
2017-12-03,1127,20,8
2017-12-04,1139,33,23
2017-12-05,1149,28,5
2017-12-06,1172,18,26
2017-12-07,1164,28,49
2017-12-08,1143,41,56
2017-12-09,1128,13,39
2017-12-10,1102,19,39
2017-12-11,1082,21,9
2017-12-12,1094,25,34
2017-12-13,1085,18,32
2017-12-14,1071,20,68
2017-12-15,1023,36,63
2017-12-16,996,22,2
2017-12-17,1016,23,0
2017-12-18,1039,31,37
2017-12-19,1033,27,6
2017-12-20,1054,28,12
2017-12-21,1070,27,6
2017-12-22,1091,29,1
2017-12-23,1119,27,29
2017-12-24,1117,24,12
2017-12-25,1129,21,11
2017-12-26,1139,16,32
2017-12-27,1123,19,1
2017-12-28,1141,28,23
2017-12-29,1146,22,1
2017-12-30,1167,24,0
2017-12-31,1191,38,16
2018-01-01,1213,19,0
2018-01-02,1232,17,108
2018-01-03,1141,22,10
2018-01-04,1153,17,14
2018-01-05,1156,23,23
2018-01-06,1156,24,41
2018-01-07,1139,14,17
2018-01-08,1136,18,33
2018-01-09,1121,22,4
2018-01-10,1139,27,23
2018-01-11,1143,29,80
2018-01-12,1092,30,26
2018-01-13,1096,37,19
2018-01-14,1114,19,2
2018-01-15,1131,19,12
2018-01-16,1138,34,6
2018-01-17,1166,34,74
2018-01-18,1126,29,40
2018-01-19,1115,36,17
2018-01-20,1134,40,5
2018-01-21,1169,19,3
2018-01-22,1185,29,4
2018-01-23,1210,17,3
2018-01-24,1224,25,67
2018-01-25,1182,31,33
2018-01-26,1180,44,23
2018-01-27,1201,21,1
2018-01-28,1221,11,23
2018-01-29,1209,21,37
2018-01-30,1193,18,23
2018-01-31,1188,18,10
2018-02-01,1196,32,7
2018-02-02,1221,29,55
2018-02-03,1195,24,76
2018-02-04,1143,18,28
2018-02-05,1133,16,3
2018-02-06,1146,27,9
2018-02-07,1164,14,21
2018-02-08,1157,25,50
2018-02-09,1132,19,24
2018-02-10,1127,16,12
2018-02-11,1131,11,47
2018-02-12,1095,29,13
2018-02-13,1111,22,4
2018-02-14,1129,17,35
2018-02-15,1111,35,17
2018-02-16,1129,39,38
2018-02-17,1130,15,54
2018-02-18,1091,17,8
2018-02-19,1100,22,4
2018-02-20,1118,31,10
2018-02-21,1139,27,6
2018-02-22,1160,23,32
2018-02-23,1151,30,22
2018-02-24,1159,26,8
2018-02-25,1177,19,5
2018-02-26,1191,36,70
2018-02-27,1157,24,26
2018-02-28,1155,21,2
2018-03-01,1174,32,53
2018-03-02,1153,36,8
2018-03-03,1181,23,17
2018-03-04,1187,28,22
2018-03-05,1193,24,35
2018-03-06,1182,36,34
2018-03-07,1184,22,23
2018-03-08,1183,24,1
2018-03-09,1206,36,168
2018-03-10,1074,37,16
2018-03-11,1095,25,24
2018-03-12,1096,33,50
2018-03-13,1079,22,30
2018-03-14,1071,29,19
2018-03-15,1081,27,2
2018-03-16,1106,29,16
2018-03-17,1119,25,40
2018-03-18,1104,27,28
2018-03-19,1103,23,34
2018-03-20,1092,25,14
2018-03-21,1103,36,38
2018-03-22,1101,16,14
2018-03-23,1103,38,40
2018-03-24,1101,30,39
2018-03-25,1092,29,21
2018-03-26,1100,22,0
2018-03-27,1122,15,7
2018-03-28,1130,19,10
2018-03-29,1139,23,17
2018-03-30,1145,30,0
2018-03-31,1175,27,62
2018-04-01,1140,22,5
2018-04-02,1157,35,29
2018-04-03,1163,34,97
2018-04-04,1100,30,87
2018-04-05,1043,36,5
2018-04-06,1074,31,41
2018-04-07,1064,27,4
2018-04-08,1087,17,1
2018-04-09,1103,24,68
2018-04-10,1059,31,46
2018-04-11,1044,32,20
2018-04-12,1056,41,48
2018-04-13,1049,31,4
2018-04-14,1076,20,39
2018-04-15,1057,20,5
2018-04-16,1072,22,34
2018-04-17,1060,28,33
2018-04-18,1055,24,17
2018-04-19,1062,33,11
2018-04-20,1084,42,15
2018-04-21,1111,35,16
2018-04-22,1130,15,10
2018-04-23,1135,30,91
2018-04-24,1074,37,17
2018-04-25,1094,25,18
2018-04-26,1101,26,34
2018-04-27,1093,38,11
2018-04-28,1120,30,0
2018-04-29,1150,26,46
2018-04-30,1130,48,23
2018-05-01,1155,42,5
2018-05-02,1192,34,4
2018-05-03,1222,35,2
2018-05-04,1255,38,45
2018-05-05,1248,34,5
2018-05-06,1277,29,41
2018-05-07,1265,28,4
2018-05-08,1289,27,81
2018-05-09,1235,37,10
2018-05-10,1262,33,28
2018-05-11,1267,53,44
2018-05-12,1276,38,24
2018-05-13,1290,31,0
2018-05-14,1321,32,9
2018-05-15,1344,32,46
2018-05-16,1330,32,2
2018-05-17,1360,33,19
2018-05-18,1374,44,67
2018-05-19,1351,30,18
2018-05-20,1363,30,4
2018-05-21,1389,27,48
2018-05-22,1368,21,57
2018-05-23,1332,30,25
2018-05-24,1337,37,52
2018-05-25,1322,48,38
2018-05-26,1332,46,3
2018-05-27,1375,30,41
2018-05-28,1364,40,43
2018-05-29,1361,34,73
2018-05-30,1322,31,44
2018-05-31,1309,34,26
2018-06-01,1317,48,13
2018-06-02,1352,40,72
2018-06-03,1320,30,37
2018-06-04,1313,23,1
2018-06-05,1335,34,53
2018-06-06,1316,27,2
2018-06-07,1341,48,7
2018-06-08,1382,41,19
2018-06-09,1404,40,20
2018-06-10,1424,32,29
2018-06-11,1427,36,100
2018-06-12,1363,22,36
2018-06-13,1349,22,32
2018-06-14,1339,37,6
2018-06-15,1370,38,52
2018-06-16,1356,30,0
2018-06-17,1386,26,61
2018-06-18,1351,21,21
2018-06-19,1351,31,3
2018-06-20,1379,30,37
2018-06-21,1372,32,40
2018-06-22,1364,31,78
2018-06-23,1317,30,22
2018-06-24,1325,54,4
2018-06-25,1375,38,4
2018-06-26,1409,29,3
2018-06-27,1435,22,22
2018-06-28,1435,27,124
2018-06-29,1338,44,14
2018-06-30,1368,30,24
2018-07-01,1374,35,112
2018-07-02,1297,29,41
2018-07-03,1285,41,4
2018-07-04,1322,32,7
2018-07-05,1347,24,80
2018-07-06,1291,38,12
2018-07-07,1317,31,9
2018-07-08,1339,33,40
2018-07-09,1332,24,0
2018-07-10,1356,29,18
2018-07-11,1367,22,11
2018-07-12,1378,37,8
2018-07-13,1407,48,75
2018-07-14,1380,32,19
2018-07-15,1393,24,4
2018-07-16,1413,31,2
2018-07-17,1442,32,65
2018-07-18,1409,19,47
2018-07-19,1381,29,16
2018-07-20,1394,33,20
2018-07-21,1407,26,80
2018-07-22,1353,23,68
2018-07-23,1308,25,24
2018-07-24,1309,27,4
2018-07-25,1332,50,68
2018-07-26,1314,31,5
2018-07-27,1340,30,52
2018-07-28,1318,33,37
2018-07-29,1314,24,7
2018-07-30,1331,19,16
2018-07-31,1334,25,72
2018-08-01,1287,27,30
2018-08-02,1284,33,36
2018-08-03,1281,23,53
2018-08-04,1251,29,10
2018-08-05,1270,36,32
2018-08-06,1274,28,18
2018-08-07,1284,21,6
2018-08-08,1299,25,14
2018-08-09,1310,22,6
2018-08-10,1326,33,51
2018-08-11,1308,29,16
2018-08-12,1321,26,28
2018-08-13,1319,29,73
2018-08-14,1275,23,16
2018-08-15,1282,24,34
2018-08-16,1272,18,50
2018-08-17,1240,27,22
2018-08-18,1245,28,18
2018-08-19,1255,29,11
2018-08-20,1273,25,53
2018-08-21,1245,15,36
2018-08-22,1224,20,32
2018-08-23,1212,16,26
2018-08-24,1202,32,4
2018-08-25,1230,22,1
2018-08-26,1251,30,24
2018-08-27,1257,24,57
2018-08-28,1224,31,18
2018-08-29,1237,27,22
2018-08-30,1242,27,25
2018-08-31,1244,44,37
2018-09-01,1251,28,0
2018-09-02,1279,21,5
2018-09-03,1295,31,32
2018-09-04,1294,28,6
2018-09-05,1316,37,25
2018-09-06,1328,26,13
2018-09-07,1341,33,23
2018-09-08,1351,32,48
2018-09-09,1335,27,54
2018-09-10,1308,27,9
2018-09-11,1326,29,42
2018-09-12,1313,26,122
2018-09-13,1217,26,16
2018-09-14,1227,39,0
2018-09-15,1266,34,53
2018-09-16,1247,27,64
2018-09-17,1210,25,6
2018-09-18,1229,36,33
2018-09-19,1232,32,1
2018-09-20,1263,30,8
2018-09-21,1285,27,13
2018-09-22,1299,26,78
2018-09-23,1247,19,23
2018-09-24,1243,20,53
2018-09-25,1210,36,25
2018-09-26,1221,32,33
2018-09-27,1220,23,20
2018-09-28,1223,32,8
2018-09-29,1247,22,30
2018-09-30,1239,27,23
2018-10-01,1243,42,22
2018-10-02,1263,30,18
2018-10-03,1275,36,43
2018-10-04,1268,32,25
2018-10-05,1275,31,0
2018-10-06,1306,27,54
2018-10-07,1279,14,68
2018-10-08,1225,26,50
2018-10-09,1201,36,29
2018-10-10,1208,24,30
2018-10-11,1202,21,5
2018-10-12,1218,41,12
2018-10-13,1247,17,0
2018-10-14,1264,22,49
2018-10-15,1237,36,15
2018-10-16,1258,21,12
2018-10-17,1267,32,9
2018-10-18,1290,25,38
2018-10-19,1277,26,2
2018-10-20,1301,24,19
2018-10-21,1306,24,149
2018-10-22,1181,28,24
2018-10-23,1185,20,1
2018-10-24,1204,24,77
2018-10-25,1151,37,25
2018-10-26,1163,27,2
2018-10-27,1188,28,98
2018-10-28,1118,25,19
2018-10-29,1124,25,16
2018-10-30,1133,25,21
2018-10-31,1137,35,35
2018-11-01,1137,28,1
2018-11-02,1164,38,67
2018-11-03,1135,32,21
2018-11-04,1146,26,2
2018-11-05,1170,24,27
2018-11-06,1167,27,10
2018-11-07,1184,25,36
2018-11-08,1173,26,49
2018-11-09,1150,35,54
2018-11-10,1131,24,51
2018-11-11,1104,23,31
2018-11-12,1096,22,5
2018-11-13,1113,23,5
2018-11-14,1131,25,80
2018-11-15,1076,24,21
2018-11-16,1079,27,14
2018-11-17,1092,24,5
2018-11-18,1111,19,14
2018-11-19,1116,20,37
2018-11-20,1099,31,34
2018-11-21,1096,16,6
2018-11-22,1106,26,30
2018-11-23,1102,23,18
2018-11-24,1107,21,10
2018-11-25,1118,22,1
2018-11-26,1139,17,69
2018-11-27,1087,31,45
2018-11-28,1073,26,8
2018-11-29,1091,26,15
2018-11-30,1102,39,5
2018-12-01,1136,23,2
2018-12-02,1157,24,39
2018-12-03,1142,30,68
2018-12-04,1104,28,15
2018-12-05,1117,28,8
2018-12-06,1137,19,44
2018-12-07,1112,33,1
2018-12-08,1144,21,20
2018-12-09,1145,25,16
2018-12-10,1154,20,31
2018-12-11,1143,24,38
2018-12-12,1129,11,20
2018-12-13,1120,23,3
2018-12-14,1140,32,25
2018-12-15,1147,32,9
2018-12-16,1170,24,12
2018-12-17,1182,30,3
2018-12-18,1209,19,0
2018-12-19,1228,32,25
2018-12-20,1235,22,27
2018-12-21,1230,30,6
2018-12-22,1254,27,11
2018-12-23,1270,16,7
2018-12-24,1279,15,31
2018-12-25,1263,21,0
2018-12-26,1284,24,61
2018-12-27,1247,9,34
2018-12-28,1222,21,5
2018-12-29,1238,25,0
2018-12-30,1263,19,65
2018-12-31,1217,26,35
2019-01-01,1208,32,10
2019-01-02,1230,19,79
2019-01-03,1170,27,3
2019-01-04,1194,22,19
2019-01-05,1197,25,42
2019-01-06,1180,21,9
2019-01-07,1192,21,45
2019-01-08,1168,27,24
2019-01-09,1171,24,2
2019-01-10,1193,22,30
2019-01-11,1185,31,1
2019-01-12,1215,29,17
2019-01-13,1227,19,114
2019-01-14,1132,30,5
2019-01-15,1157,28,0
2019-01-16,1185,24,14
2019-01-17,1195,18,28
2019-01-18,1185,34,43
2019-01-19,1176,22,29
2019-01-20,1169,15,6
2019-01-21,1178,18,19
2019-01-22,1177,23,7
2019-01-23,1193,33,0
2019-01-24,1226,18,21
2019-01-25,1223,24,83
2019-01-26,1164,25,71
2019-01-27,1118,12,8
2019-01-28,1122,27,19
2019-01-29,1130,19,2
2019-01-30,1147,12,11
2019-01-31,1148,24,8
2019-02-01,1164,36,1
2019-02-02,1199,32,38
2019-02-03,1193,28,18
2019-02-04,1203,29,62
2019-02-05,1170,41,2
2019-02-06,1209,26,51
2019-02-07,1184,23,26
2019-02-08,1181,23,27
2019-02-09,1177,28,22
2019-02-10,1183,16,35
2019-02-11,1164,29,25
2019-02-12,1168,15,43
2019-02-13,1140,24,47
2019-02-14,1117,24,7
2019-02-15,1134,42,23
2019-02-16,1153,24,1
2019-02-17,1176,23,80
2019-02-18,1119,21,21
2019-02-19,1119,33,32
2019-02-20,1120,21,46
2019-02-21,1095,26,19
2019-02-22,1102,39,31
2019-02-23,1110,22,8
2019-02-24,1124,29,25
2019-02-25,1128,29,8
2019-02-26,1149,22,13
2019-02-27,1158,35,51
2019-02-28,1142,35,57
2019-03-01,1120,40,13
2019-03-02,1147,30,15
2019-03-03,1162,13,24
2019-03-04,1151,31,27
2019-03-05,1155,24,15
2019-03-06,1164,31,16
2019-03-07,1179,31,68
2019-03-08,1142,28,10
2019-03-09,1160,30,34
2019-03-10,1156,15,53
2019-03-11,1118,34,90
2019-03-12,1062,30,33
2019-03-13,1059,25,26
2019-03-14,1058,28,22
2019-03-15,1064,42,22
2019-03-16,1084,32,37
2019-03-17,1079,28,16
2019-03-18,1091,28,37
2019-03-19,1082,31,12
2019-03-20,1101,36,30
2019-03-21,1107,36,6
2019-03-22,1137,36,73
2019-03-23,1100,39,15
2019-03-24,1124,27,15
2019-03-25,1136,35,31
2019-03-26,1140,24,21
2019-03-27,1143,23,33
2019-03-28,1133,37,31
2019-03-29,1139,30,48
2019-03-30,1121,23,10
2019-03-31,1134,25,13
2019-04-01,1146,41,26
2019-04-02,1161,32,23
2019-04-03,1170,32,50
2019-04-04,1152,34,44
2019-04-05,1142,36,7
2019-04-06,1171,37,31
2019-04-07,1177,31,9
2019-04-08,1199,35,33
2019-04-09,1201,24,8
2019-04-10,1217,27,40
2019-04-11,1204,20,28
2019-04-12,1196,49,31
2019-04-13,1214,27,40
2019-04-14,1201,13,48
2019-04-15,1166,22,18
2019-04-16,1170,24,46
2019-04-17,1148,21,17
2019-04-18,1152,21,1
2019-04-19,1172,30,32
2019-04-20,1170,26,67
2019-04-21,1129,25,55
2019-04-22,1099,29,2
2019-04-23,1126,33,20
2019-04-24,1139,23,51
2019-04-25,1111,25,45
2019-04-26,1091,40,36
2019-04-27,1095,19,17
2019-04-28,1097,28,52
2019-04-29,1073,32,1
2019-04-30,1104,26,12
2019-05-01,1118,38,49
2019-05-02,1107,26,18
2019-05-03,1115,34,22
2019-05-04,1127,33,15
2019-05-05,1145,36,67
2019-05-06,1114,46,6
2019-05-07,1154,22,13
2019-05-08,1163,35,2
2019-05-09,1196,24,15
2019-05-10,1205,48,17
2019-05-11,1236,32,14
2019-05-12,1254,31,54
2019-05-13,1231,21,35
2019-05-14,1217,22,10
2019-05-15,1229,29,29
2019-05-16,1229,29,14
2019-05-17,1244,29,27
2019-05-18,1246,29,4
2019-05-19,1271,19,47
2019-05-20,1243,27,19
2019-05-21,1251,41,12
2019-05-22,1280,35,10
2019-05-23,1305,38,20
2019-05-24,1323,36,17
2019-05-25,1342,47,60
2019-05-26,1329,26,14
2019-05-27,1341,26,99
2019-05-28,1268,27,30
2019-05-29,1265,33,29
2019-05-30,1269,48,72
2019-05-31,1245,53,15
2019-06-01,1283,33,20
2019-06-02,1296,31,9
2019-06-03,1318,26,49
2019-06-04,1295,33,23
2019-06-05,1305,35,38
2019-06-06,1302,40,40
2019-06-07,1302,41,64
2019-06-08,1279,30,74
2019-06-09,1235,29,33
2019-06-10,1231,32,3
2019-06-11,1260,36,16
2019-06-12,1280,27,37
2019-06-13,1270,36,12
2019-06-14,1294,39,27
2019-06-15,1306,24,33
2019-06-16,1297,22,56
2019-06-17,1263,29,19
2019-06-18,1273,26,73
2019-06-19,1226,24,32
2019-06-20,1218,40,112
2019-06-21,1146,35,2
2019-06-22,1179,30,18
2019-06-23,1191,24,28
2019-06-24,1187,37,8
2019-06-25,1216,40,17
2019-06-26,1239,30,0
2019-06-27,1269,21,2
2019-06-28,1288,38,81
2019-06-29,1245,23,72
2019-06-30,1196,36,37
2019-07-01,1195,40,33
2019-07-02,1202,34,23
2019-07-03,1213,36,37
2019-07-04,1212,39,2
2019-07-05,1249,36,36
2019-07-06,1249,21,29
2019-07-07,1241,26,14
2019-07-08,1253,28,1
2019-07-09,1280,27,7
2019-07-10,1300,35,0
2019-07-11,1335,22,30
2019-07-12,1327,39,99
2019-07-13,1267,30,10
2019-07-14,1287,16,0
2019-07-15,1303,25,15
2019-07-16,1313,21,42
2019-07-17,1292,24,10
2019-07-18,1306,22,64
2019-07-19,1264,36,20
2019-07-20,1280,31,10
2019-07-21,1301,21,38
2019-07-22,1284,22,8
2019-07-23,1298,38,24
2019-07-24,1312,30,67
2019-07-25,1275,27,32
2019-07-26,1270,39,18
2019-07-27,1291,35,20
2019-07-28,1306,35,15
2019-07-29,1326,36,19
2019-07-30,1343,29,68
2019-07-31,1304,30,24
2019-08-01,1310,38,19
2019-08-02,1329,36,50
2019-08-03,1315,38,78
2019-08-04,1275,28,41
2019-08-05,1262,25,11
2019-08-06,1276,33,51
2019-08-07,1258,18,13
2019-08-08,1263,33,67
2019-08-09,1229,25,28
2019-08-10,1226,35,5
2019-08-11,1256,32,32
2019-08-12,1256,28,11
2019-08-13,1273,31,4
2019-08-14,1300,27,20
2019-08-15,1307,25,14
2019-08-16,1318,35,38
2019-08-17,1315,25,37
2019-08-18,1303,22,6
2019-08-19,1319,27,20
2019-08-20,1326,25,11
2019-08-21,1340,23,16
2019-08-22,1347,14,33
2019-08-23,1328,24,38
2019-08-24,1314,32,25
2019-08-25,1321,21,31
2019-08-26,1311,20,27
2019-08-27,1304,34,14
2019-08-28,1324,20,50
2019-08-29,1294,21,13
2019-08-30,1302,33,61
2019-08-31,1274,30,45
2019-09-01,1259,22,16
2019-09-02,1265,21,27
2019-09-03,1259,34,60
2019-09-04,1233,31,48
2019-09-05,1216,35,23
2019-09-06,1228,32,26
2019-09-07,1234,16,4
2019-09-08,1246,24,3
2019-09-09,1267,39,21
2019-09-10,1285,28,48
2019-09-11,1265,24,34
2019-09-12,1255,24,53
2019-09-13,1226,37,94
2019-09-14,1169,36,0
2019-09-15,1205,31,36
2019-09-16,1200,30,15
2019-09-17,1215,25,17
2019-09-18,1223,22,21
2019-09-19,1224,35,8
2019-09-20,1251,39,18
2019-09-21,1272,28,24
2019-09-22,1276,22,30
2019-09-23,1268,33,52
2019-09-24,1249,34,20
2019-09-25,1263,13,8
2019-09-26,1268,37,18
2019-09-27,1287,45,42
2019-09-28,1290,18,8
2019-09-29,1300,20,48
2019-09-30,1272,30,33
2019-10-01,1269,37,36
2019-10-02,1270,17,11
2019-10-03,1276,30,12
2019-10-04,1294,51,42
2019-10-05,1303,27,64
2019-10-06,1266,18,20
2019-10-07,1264,22,58
2019-10-08,1228,39,13
2019-10-09,1254,26,7
2019-10-10,1273,21,38
2019-10-11,1256,28,31
2019-10-12,1253,37,53
2019-10-13,1237,20,23
2019-10-14,1234,16,5
2019-10-15,1245,35,17
2019-10-16,1263,34,27
2019-10-17,1270,20,23
2019-10-18,1267,30,18
2019-10-19,1279,25,9
2019-10-20,1295,24,20
2019-10-21,1299,22,35
2019-10-22,1286,30,68
2019-10-23,1248,33,12
2019-10-24,1269,27,19
2019-10-25,1277,28,1
2019-10-26,1304,24,3
2019-10-27,1325,15,20
2019-10-28,1320,26,73
2019-10-29,1273,12,118
2019-10-30,1167,24,11
2019-10-31,1180,22,17
2019-11-01,1185,41,5
2019-11-02,1221,15,41
2019-11-03,1195,24,4
2019-11-04,1215,24,54
2019-11-05,1185,18,61
2019-11-06,1142,22,29
2019-11-07,1135,23,24
2019-11-08,1134,32,5
2019-11-09,1161,33,44
2019-11-10,1150,15,38
2019-11-11,1127,19,31
2019-11-12,1115,35,25
2019-11-13,1125,36,7
2019-11-14,1154,22,3
2019-11-15,1173,36,15
2019-11-16,1194,27,9
2019-11-17,1212,22,21
2019-11-18,1213,23,13
2019-11-19,1223,25,21
2019-11-20,1227,34,3
2019-11-21,1258,31,25
2019-11-22,1264,47,24
2019-11-23,1287,32,16
2019-11-24,1303,19,64
2019-11-25,1258,23,14
2019-11-26,1267,29,13
2019-11-27,1283,23,27
2019-11-28,1279,30,36
2019-11-29,1273,25,2
2019-11-30,1296,19,10
2019-12-01,1305,31,25
2019-12-02,1311,32,27
2019-12-03,1316,26,25
2019-12-04,1317,25,49
2019-12-05,1293,32,32
2019-12-06,1293,33,5
2019-12-07,1321,23,32
2019-12-08,1312,21,3
2019-12-09,1330,33,65
2019-12-10,1298,26,19
2019-12-11,1305,24,5
2019-12-12,1324,21,179
2019-12-13,1166,33,4
2019-12-14,1195,33,5
2019-12-15,1223,17,51
2019-12-16,1189,24,17
2019-12-17,1196,31,9
2019-12-18,1218,22,4
2019-12-19,1236,20,2
2019-12-20,1254,26,4
2019-12-21,1276,17,2
2019-12-22,1291,16,29
2019-12-23,1278,23,2
2019-12-24,1299,30,23
2019-12-25,1306,27,5
2019-12-26,1328,25,17
2019-12-27,1336,30,27
2019-12-28,1339,22,31
2019-12-29,1330,30,5
2019-12-30,1355,20,53
